played_at;track.name;name;played;day
2024-09-02T07:31:03.066Z;Ruoska;Käärijä;2024-09-02 07:31:03.066;2024-09-02
2024-09-02T07:43:38.069Z;Hei Kuule Suomi;Ultra Bra;2024-09-02 07:43:38.069;2024-09-02
2024-09-02T07:47:22.035Z;Kesäyön Uni;Olavi Uusivirta;2024-09-02 07:47:22.035;2024-09-02
2024-09-02T07:51:15.054Z;Sami tosi isot imas;Pyhimys;2024-09-02 07:51:15.054;2024-09-02
2024-09-02T07:54:12.023Z;Mä en r*****sua;Pyhimys;2024-09-02 07:54:12.023;2024-09-02
2024-09-02T07:58:20.045Z;Kaunotar ja Sirviö;Pyhimys;2024-09-02 07:58:20.045;2024-09-02
2024-09-02T09:31:33.062Z;Savanni Nukahtaa;Ultra Bra;2024-09-02 09:31:33.062;2024-09-02
2024-09-02T09:34:28.091Z;Cha Cha Cha;Käärijä;2024-09-02 09:34:28.091;2024-09-02
2024-09-02T11:27:58.102Z;Mä haluun olla hippi;Asa;2024-09-02 11:27:58.102;2024-09-02
2024-09-02T11:30:38.042Z;Satama;KUUMAA;2024-09-02 11:30:38.042;2024-09-02
2024-09-02T11:34:44.029Z;1%;Pyhimys;2024-09-02 11:34:44.029;2024-09-02
2024-09-02T11:37:47.844Z;Tulipalo;KUUMAA;2024-09-02 11:37:47.844;2024-09-02
2024-09-02T11:58:37.040Z;Taulu;Asa;2024-09-02 11:58:37.04;2024-09-02
2024-09-02T12:02:59.048Z;Vaaranmaa;Asa;2024-09-02 12:02:59.048;2024-09-02
2024-09-02T12:06:58.034Z;Kirjoituksia;Ultra Bra;2024-09-02 12:06:58.034;2024-09-02
2024-09-02T12:11:26.087Z;Pojat teki soppaa;Asa;2024-09-02 12:11:26.087;2024-09-02
2024-09-02T12:14:50.113Z;Heilutaan;Tiktak;2024-09-02 12:14:50.113;2024-09-02
2024-09-02T12:17:24.949Z;Pariisin kevät;SHRTY;2024-09-02 12:17:24.949;2024-09-02
2024-09-02T12:21:34.347Z;Hidastaa;Asa;2024-09-02 12:21:34.347;2024-09-02
2024-09-02T12:23:48.094Z;TRAFIK!;Käärijä;2024-09-02 12:23:48.094;2024-09-02
2024-09-02T12:26:56.067Z;Hauki;Ultra Bra;2024-09-02 12:26:56.067;2024-09-02
2024-09-02T12:30:55.081Z;Leijonaa metsästän;Asa;2024-09-02 12:30:55.081;2024-09-02
2024-09-02T12:34:15.031Z;Luotathan;Mirella;2024-09-02 12:34:15.031;2024-09-02
2024-09-02T12:37:16.918Z;Ylivoimainen;KUUMAA;2024-09-02 12:37:16.918;2024-09-02
2024-09-02T12:41:25.072Z;Reiviluola;Haloo Helsinki!;2024-09-02 12:41:25.072;2024-09-02
2024-09-02T12:45:19.038Z;Ampukaa Komissaarit, Nuo Hullut Koirat!;Ultra Bra;2024-09-02 12:45:19.038;2024-09-02
2024-09-02T12:49:03.075Z;Rakkaiden kuvia;Asa;2024-09-02 12:49:03.075;2024-09-02
2024-09-02T12:51:47.632Z;Uuteen eiliseen;Mirella;2024-09-02 12:51:47.632;2024-09-02
2024-09-02T12:54:55.075Z;Rusketusraidat;PMMP;2024-09-02 12:54:55.075;2024-09-02
2024-09-02T12:58:08.021Z;Kaunis Marjaana;Scandinavian Music Group;2024-09-02 12:58:08.021;2024-09-02
2024-09-02T13:01:20.855Z;Välikuolema;Käärijä;2024-09-02 13:01:20.855;2024-09-02
2024-09-02T13:04:16.078Z;Jäätelöauto;Ultra Bra;2024-09-02 13:04:16.078;2024-09-02
2024-09-02T13:08:14.084Z;Iso Pete;Asa;2024-09-02 13:08:14.084;2024-09-02
2024-09-02T14:13:03.060Z;Timanttei;Mirella;2024-09-02 14:13:03.06;2024-09-02
2024-09-02T14:17:00.057Z;Olet puolisoni nyt;Samuli Putro;2024-09-02 14:17:00.057;2024-09-02
2024-09-02T14:19:52.054Z;Sirkus;SHRTY;2024-09-02 14:19:52.054;2024-09-02
2024-09-02T14:23:06.048Z;It's Crazy It's Party (feat. Tommy Cash);Käärijä;2024-09-02 14:23:06.048;2024-09-02
2024-09-02T14:26:47.634Z;Ilmiöitä;Ultra Bra;2024-09-02 14:26:47.634;2024-09-02
2024-09-02T14:31:06.013Z;Mikä mikä kylä;Asa;2024-09-02 14:31:06.013;2024-09-02
2024-09-02T14:42:12.259Z;Hölmö rakkaus;Scandinavian Music Group;2024-09-02 14:42:12.259;2024-09-02
2024-09-02T14:47:21.084Z;Sisään ja ulos;Asa;2024-09-02 14:47:21.084;2024-09-02
2024-09-02T14:49:59.045Z;Maljapuhe;Bee;2024-09-02 14:49:59.045;2024-09-02
2024-09-02T14:51:42.527Z;v!@%mikko;Pyhimys;2024-09-02 14:51:42.527;2024-09-02
2024-09-02T15:03:29.962Z;Peace Frog;The Doors;2024-09-02 15:03:29.962;2024-09-02
2024-09-02T17:00:18.367Z;Because the Night;Patti Smith;2024-09-02 17:00:18.367;2024-09-02
2024-09-02T17:02:11.671Z;The Letter;The Box Tops;2024-09-02 17:02:11.671;2024-09-02
2024-09-02T17:05:48.973Z;I Say a Little Prayer;Aretha Franklin;2024-09-02 17:05:48.973;2024-09-02
2024-09-02T17:11:43.751Z;Gloria: In Excelsis Deo;Patti Smith;2024-09-02 17:11:43.751;2024-09-02
2024-09-02T17:13:59.064Z;Big Yellow Taxi;Joni Mitchell;2024-09-02 17:13:59.064;2024-09-02
2024-09-02T17:17:53.164Z;I Hope That I Don't Fall In Love With You;Tom Waits;2024-09-02 17:17:53.164;2024-09-02
