played_at;track.name;name;played;day
2024-08-31T07:13:36.926Z;Todo se transforma;Jorge Drexler;2024-08-31 07:13:36.926;2024-08-31
2024-08-31T07:16:33.820Z;Nobleza de Ti;Maréh;2024-08-31 07:16:33.82;2024-08-31
2024-08-31T07:20:06.657Z;Entre un compás - En directo;Pablo Alborán;2024-08-31 07:20:06.657;2024-08-31
2024-08-31T07:23:04.699Z;María de la Hierba Buena;Edu Lombardo;2024-08-31 07:23:04.699;2024-08-31
2024-08-31T07:31:16.337Z;Telefonía;Jorge Drexler;2024-08-31 07:31:16.337;2024-08-31
2024-08-31T07:34:28.853Z;Bienvenido a mi habitación;Georgina;2024-08-31 07:34:28.853;2024-08-31
2024-08-31T07:37:39.318Z;Peligrosamente Dark (feat. Silvana Estrada);Leiva;2024-08-31 07:37:39.318;2024-08-31
2024-08-31T07:51:28.009Z;Lisboa-Madrid;ANAVITÓRIA;2024-08-31 07:51:28.009;2024-08-31
2024-08-31T07:54:34.707Z;Valsecito de Lo Que Cura el Tiempo;Marcela Ferrari;2024-08-31 07:54:34.707;2024-08-31
2024-08-31T07:57:42.509Z;Las Flores;Gepe;2024-08-31 07:57:42.509;2024-08-31
2024-08-31T08:01:28.508Z;Como Has Logrado;Vicente Garcia;2024-08-31 08:01:28.508;2024-08-31
2024-08-31T08:04:01.008Z;Historia de un Amor (con Pablo Alborán);Najwa;2024-08-31 08:04:01.008;2024-08-31
2024-08-31T08:07:17.202Z;Sabor a Mi;Monsieur Periné;2024-08-31 08:07:17.202;2024-08-31
2024-08-31T08:14:13.479Z;Llegué hasta ti;Muerdo;2024-08-31 08:14:13.479;2024-08-31
2024-08-31T08:18:11.768Z;De Nada Sirve;No Te Va Gustar;2024-08-31 08:18:11.768;2024-08-31
2024-08-31T12:26:40.679Z;Waltzing Matilda;Guillem Gisbert;2024-08-31 12:26:40.679;2024-08-31
2024-08-31T12:29:03.575Z;Uh!;La iaia;2024-08-31 12:29:03.575;2024-08-31
2024-08-31T12:31:25.513Z;La gallineta - En directe;Lluis Llach;2024-08-31 12:31:25.513;2024-08-31
2024-08-31T12:35:19.085Z;La jungla;Manel;2024-08-31 12:35:19.085;2024-08-31
2024-08-31T12:39:30.712Z;La bola de cristall;Manel;2024-08-31 12:39:30.712;2024-08-31
2024-08-31T12:43:36.108Z;Temps o rellotge;Sanjosex;2024-08-31 12:43:36.108;2024-08-31
2024-08-31T12:46:27.005Z;Qui n'ha begut;Mishima;2024-08-31 12:46:27.005;2024-08-31
2024-08-31T12:49:15.209Z;SORT DE TU;Oques Grasses;2024-08-31 12:49:15.209;2024-08-31
2024-08-31T12:52:33.920Z;Miquel a l'accés 14;Mishima;2024-08-31 12:52:33.92;2024-08-31
2024-08-31T13:07:53.864Z;Els entusiasmats;Manel;2024-08-31 13:07:53.864;2024-08-31
2024-08-31T13:11:46.462Z;Cançó del dubte;Manel;2024-08-31 13:11:46.462;2024-08-31
2024-08-31T13:13:51.958Z;L'Adela i el marge;Manel;2024-08-31 13:13:51.958;2024-08-31
2024-08-31T13:16:32.960Z;Me Sobren Paraules;Antònia Font;2024-08-31 13:16:32.96;2024-08-31
2024-08-31T13:19:59.553Z;Amb tot;El Petit De Cal Eril;2024-08-31 13:19:59.553;2024-08-31
2024-08-31T13:21:45.557Z;Guspira, estel o carícia;Mishima;2024-08-31 13:21:45.557;2024-08-31
2024-08-31T13:25:07.371Z;Desapareixíem lentament;Manel;2024-08-31 13:25:07.371;2024-08-31
2024-08-31T13:28:17.355Z;Sóc D'un Poble;Roba Estesa;2024-08-31 13:28:17.355;2024-08-31
2024-08-31T13:31:02.373Z;Avís per a navegants;Manel;2024-08-31 13:31:02.373;2024-08-31
2024-08-31T13:35:21.062Z;Fer-te feliç;Oques Grasses;2024-08-31 13:35:21.062;2024-08-31
2024-08-31T13:38:30.653Z;Un tros de fang;Mishima;2024-08-31 13:38:30.653;2024-08-31
2024-08-31T13:41:30.365Z;Ja era fort;Manel;2024-08-31 13:41:30.365;2024-08-31
2024-08-31T13:44:52.855Z;Estimar-te com la terra;Ginestà;2024-08-31 13:44:52.855;2024-08-31
2024-08-31T13:50:30.246Z;El Bar de la Esquina;Albert Pla;2024-08-31 13:50:30.246;2024-08-31
2024-08-31T13:54:18.341Z;Batiscafo Katiuscas;Antònia Font;2024-08-31 13:54:18.341;2024-08-31
2024-08-31T13:56:49.448Z;No sé què fer amb la meva vida;La iaia;2024-08-31 13:56:49.448;2024-08-31
2024-08-31T13:59:01.151Z;Firenze;Pau Alabajos;2024-08-31 13:59:01.151;2024-08-31
2024-08-31T14:08:09.362Z;Si Se Calla El Cantor (Juntxs por una CulturaSegura);Ciudad Jara;2024-08-31 14:08:09.362;2024-08-31
2024-08-31T14:11:34.915Z;La Pena;TéCanela;2024-08-31 14:11:34.915;2024-08-31
2024-08-31T14:15:12.943Z;El huracán - Mix 2019;Colectivo Panamera;2024-08-31 14:15:12.943;2024-08-31
2024-08-31T14:18:30.340Z;Este Tren;Rozalén;2024-08-31 14:18:30.34;2024-08-31
2024-08-31T14:21:04.419Z;Los mismos clavos;Marea;2024-08-31 14:21:04.419;2024-08-31
2024-08-31T14:25:19.041Z;Las Manos;Ciudad Jara;2024-08-31 14:25:19.041;2024-08-31
2024-08-31T14:29:10.238Z;Besos de Flores;El Canijo de Jerez;2024-08-31 14:29:10.238;2024-08-31
2024-08-31T14:36:55.479Z;Te llevo dentro (feat. Rozalén) - Mix 2019;Colectivo Panamera;2024-08-31 14:36:55.479;2024-08-31
2024-08-31T14:39:55.795Z;La Que Baila Para Ti;Rozalén;2024-08-31 14:39:55.795;2024-08-31
